office_id,office_load,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach,docs_per_sla,client_delay_per_sla,load_x_reassign,stage_time_ratio,is_urgent,case_type_Payroll,case_type_Relocation,case_type_Tax,case_type_Visa Renewal,case_type_Work Permit,country_CA,country_DE,country_UK,country_US,processing_stage_Decision,processing_stage_Documentation,processing_stage_Government Review,processing_stage_Intake,processing_stage_Submission,priority_Urgent,document_complexity_Low,document_complexity_Medium,missing_docs_bucket_1-2,missing_docs_bucket_3-4,missing_docs_bucket_5+,office_load_bucket_mid,office_load_bucket_high,office_load_bucket_very_high,client_delay_bucket_1-7,client_delay_bucket_8-14,client_delay_bucket_15-30,client_delay_bucket_30+
101,129,0,18,0,39,45,54.3,1,0.0,0.4,129,0.8666666666666667,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
112,25,4,6,1,16,14,61.0,1,0.2857142857142857,0.42857142857142855,50,1.1428571428571428,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False
113,46,0,7,1,9,38,53.7,1,0.0,0.18421052631578946,92,0.23684210526315788,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
118,29,3,20,0,39,35,67.1,1,0.08571428571428572,0.5714285714285714,29,1.1142857142857143,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
106,58,1,30,2,34,21,106.1,1,0.047619047619047616,1.4285714285714286,174,1.619047619047619,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
102,93,5,30,1,31,14,88.5,1,0.35714285714285715,2.142857142857143,186,2.2142857142857144,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
114,129,5,18,0,45,14,75.7,1,0.35714285714285715,1.2857142857142858,129,3.2142857142857144,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
113,109,3,0,1,7,14,41.7,1,0.21428571428571427,0.0,218,0.5,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False
110,56,6,25,1,2,14,64.6,1,0.42857142857142855,1.7857142857142858,112,0.14285714285714285,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False
114,73,5,12,1,6,38,70.2,1,0.13157894736842105,0.3157894736842105,146,0.15789473684210525,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False
112,116,0,0,3,44,30,59.7,1,0.0,0.0,464,1.4666666666666666,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
117,70,5,10,2,34,30,66.5,1,0.16666666666666666,0.3333333333333333,210,1.1333333333333333,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False
105,79,1,1,0,17,23,37.1,1,0.043478260869565216,0.043478260869565216,79,0.7391304347826086,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False
102,91,2,20,3,26,30,79.9,1,0.06666666666666667,0.6666666666666666,364,0.8666666666666667,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
118,70,0,2,0,12,35,35.6,1,0.0,0.05714285714285714,70,0.34285714285714286,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
114,81,6,12,5,20,45,78.2,1,0.13333333333333333,0.26666666666666666,486,0.4444444444444444,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
104,68,6,6,3,41,21,76.6,1,0.2857142857142857,0.2857142857142857,272,1.9523809523809523,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
109,70,6,1,1,35,45,67.6,1,0.13333333333333333,0.022222222222222223,140,0.7777777777777778,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
106,47,5,1,3,35,23,87.7,1,0.21739130434782608,0.043478260869565216,188,1.5217391304347827,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
116,55,4,2,1,29,35,65.0,1,0.11428571428571428,0.05714285714285714,110,0.8285714285714286,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
106,123,4,12,3,38,14,77.3,1,0.2857142857142857,0.8571428571428571,492,2.7142857142857144,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False
111,44,2,11,0,31,21,69.1,1,0.09523809523809523,0.5238095238095238,44,1.4761904761904763,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
116,55,3,0,1,40,90,76.0,0,0.03333333333333333,0.0,110,0.4444444444444444,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
112,96,0,17,2,13,38,68.0,1,0.0,0.4473684210526316,288,0.34210526315789475,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False
119,79,4,4,2,26,35,76.3,1,0.11428571428571428,0.11428571428571428,237,0.7428571428571429,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
103,26,6,18,1,22,45,67.2,1,0.13333333333333333,0.4,52,0.4888888888888889,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
109,84,1,30,1,8,30,74.5,1,0.03333333333333333,1.0,168,0.26666666666666666,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
102,92,2,26,3,40,35,88.1,1,0.05714285714285714,0.7428571428571429,368,1.1428571428571428,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
108,111,3,9,0,7,45,48.2,1,0.06666666666666667,0.2,111,0.15555555555555556,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
112,55,6,5,3,5,23,78.9,1,0.2608695652173913,0.21739130434782608,220,0.21739130434782608,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
117,129,3,17,1,1,7,56.8,1,0.42857142857142855,2.4285714285714284,258,0.14285714285714285,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
114,113,1,14,3,45,14,71.8,1,0.07142857142857142,1.0,452,3.2142857142857144,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
103,92,5,13,2,40,30,83.9,1,0.16666666666666666,0.43333333333333335,276,1.3333333333333333,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
114,49,1,23,2,11,38,88.0,1,0.02631578947368421,0.6052631578947368,147,0.2894736842105263,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False
101,118,5,15,2,32,45,82.4,1,0.1111111111111111,0.3333333333333333,354,0.7111111111111111,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
114,66,2,3,1,7,30,40.3,1,0.06666666666666667,0.1,132,0.23333333333333334,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
107,110,1,18,1,29,14,76.7,1,0.07142857142857142,1.2857142857142858,220,2.0714285714285716,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
107,48,4,20,3,30,45,64.0,1,0.08888888888888889,0.4444444444444444,192,0.6666666666666666,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
116,24,3,29,2,21,21,85.4,1,0.14285714285714285,1.380952380952381,72,1.0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
111,84,6,7,1,39,45,73.1,1,0.13333333333333333,0.15555555555555556,168,0.8666666666666667,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
118,126,6,24,2,44,14,107.3,1,0.42857142857142855,1.7142857142857142,378,3.142857142857143,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
109,88,5,0,1,43,30,84.1,1,0.16666666666666666,0.0,176,1.4333333333333333,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
108,82,1,19,1,41,21,80.6,1,0.047619047619047616,0.9047619047619048,164,1.9523809523809523,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
104,112,0,21,3,39,30,88.8,1,0.0,0.7,448,1.3,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
105,75,1,21,0,20,90,75.6,0,0.011111111111111112,0.23333333333333334,75,0.2222222222222222,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
119,36,6,12,2,22,38,66.3,1,0.15789473684210525,0.3157894736842105,108,0.5789473684210527,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
101,70,5,8,2,29,45,84.4,1,0.1111111111111111,0.17777777777777778,210,0.6444444444444445,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
112,56,3,0,0,4,7,42.8,1,0.42857142857142855,0.0,56,0.5714285714285714,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False
105,107,4,14,1,3,7,71.6,1,0.5714285714285714,2.0,214,0.42857142857142855,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
104,110,6,28,2,9,14,83.3,1,0.42857142857142855,2.0,330,0.6428571428571429,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
100,28,6,14,0,5,90,73.0,0,0.06666666666666667,0.15555555555555556,28,0.05555555555555555,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
105,57,1,13,1,3,14,62.6,1,0.07142857142857142,0.9285714285714286,114,0.21428571428571427,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
105,72,4,4,1,25,45,62.4,1,0.08888888888888889,0.08888888888888889,144,0.5555555555555556,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False
115,32,0,25,0,32,23,72.3,1,0.0,1.0869565217391304,32,1.391304347826087,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
103,109,5,16,4,33,30,89.6,1,0.16666666666666666,0.5333333333333333,545,1.1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
110,72,3,5,1,18,90,66.0,0,0.03333333333333333,0.05555555555555555,144,0.2,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
108,94,2,8,2,45,30,85.3,1,0.06666666666666667,0.26666666666666666,282,1.5,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
102,107,6,30,1,36,45,100.4,1,0.13333333333333333,0.6666666666666666,214,0.8,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
118,116,6,19,1,41,90,93.4,1,0.06666666666666667,0.2111111111111111,232,0.45555555555555555,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
107,68,3,25,1,29,21,80.9,1,0.14285714285714285,1.1904761904761905,136,1.380952380952381,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
104,89,5,25,3,39,30,87.0,1,0.16666666666666666,0.8333333333333334,356,1.3,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
103,54,2,24,3,45,45,76.5,1,0.044444444444444446,0.5333333333333333,216,1.0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
105,35,2,18,0,2,45,47.9,1,0.044444444444444446,0.4,35,0.044444444444444446,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
101,32,3,26,1,11,30,81.7,1,0.1,0.8666666666666667,64,0.36666666666666664,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
119,127,5,22,2,31,30,93.6,1,0.16666666666666666,0.7333333333333333,381,1.0333333333333334,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
110,30,2,20,2,4,90,86.2,0,0.022222222222222223,0.2222222222222222,90,0.044444444444444446,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
103,106,5,25,2,29,90,108.7,1,0.05555555555555555,0.2777777777777778,318,0.32222222222222224,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
114,21,4,16,3,3,21,54.6,1,0.19047619047619047,0.7619047619047619,84,0.14285714285714285,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
105,113,0,6,2,2,30,67.5,1,0.0,0.2,339,0.06666666666666667,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
116,38,1,7,2,44,21,40.3,1,0.047619047619047616,0.3333333333333333,114,2.0952380952380953,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
105,123,5,14,1,36,38,87.6,1,0.13157894736842105,0.3684210526315789,246,0.9473684210526315,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
118,64,5,5,0,14,35,44.6,1,0.14285714285714285,0.14285714285714285,64,0.4,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
101,65,2,0,3,4,21,47.1,1,0.09523809523809523,0.0,260,0.19047619047619047,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
114,66,6,8,1,44,45,72.4,1,0.13333333333333333,0.17777777777777778,132,0.9777777777777777,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False
110,68,5,6,1,30,45,69.6,1,0.1111111111111111,0.13333333333333333,136,0.6666666666666666,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False
107,98,5,29,0,19,14,72.8,1,0.35714285714285715,2.0714285714285716,98,1.3571428571428572,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
118,61,6,21,3,19,23,80.6,1,0.2608695652173913,0.9130434782608695,244,0.8260869565217391,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False
112,52,2,19,0,44,21,61.9,1,0.09523809523809523,0.9047619047619048,52,2.0952380952380953,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False
111,127,3,18,0,31,45,77.5,1,0.06666666666666667,0.4,127,0.6888888888888889,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
104,60,5,3,1,15,14,49.8,1,0.35714285714285715,0.21428571428571427,120,1.0714285714285714,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False
105,88,6,0,1,29,30,82.9,1,0.2,0.0,176,0.9666666666666667,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
103,105,6,8,0,3,45,57.6,1,0.13333333333333333,0.17777777777777778,105,0.06666666666666667,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
118,110,4,1,2,19,90,62.0,0,0.044444444444444446,0.011111111111111112,330,0.2111111111111111,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
119,118,1,15,3,22,30,76.9,1,0.03333333333333333,0.5,472,0.7333333333333333,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
100,38,5,1,1,20,30,41.1,1,0.16666666666666666,0.03333333333333333,76,0.6666666666666666,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
119,58,2,2,4,7,45,50.8,1,0.044444444444444446,0.044444444444444446,290,0.15555555555555556,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
116,26,4,13,2,4,45,81.3,1,0.08888888888888889,0.28888888888888886,78,0.08888888888888889,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
111,58,1,12,3,1,30,57.5,1,0.03333333333333333,0.4,232,0.03333333333333333,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
114,117,3,16,4,41,38,77.6,1,0.07894736842105263,0.42105263157894735,585,1.0789473684210527,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False
100,53,5,9,3,7,14,64.1,1,0.35714285714285715,0.6428571428571429,212,0.5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False
113,110,2,2,2,22,45,55.5,1,0.044444444444444446,0.044444444444444446,330,0.4888888888888889,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False
105,63,3,3,1,37,35,51.1,1,0.08571428571428572,0.08571428571428572,126,1.0571428571428572,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
104,88,5,24,4,30,45,95.3,1,0.1111111111111111,0.5333333333333333,440,0.6666666666666666,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
110,87,3,4,1,9,30,52.4,1,0.1,0.13333333333333333,174,0.3,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
103,82,2,10,1,27,14,85.5,1,0.14285714285714285,0.7142857142857143,164,1.9285714285714286,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
112,90,4,5,2,38,45,80.4,1,0.08888888888888889,0.1111111111111111,270,0.8444444444444444,0,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
110,67,4,28,1,23,14,99.5,1,0.2857142857142857,2.0,134,1.6428571428571428,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
102,22,3,0,0,12,45,41.4,0,0.06666666666666667,0.0,22,0.26666666666666666,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
100,104,3,18,0,13,14,53.8,1,0.21428571428571427,1.2857142857142858,104,0.9285714285714286,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
105,53,5,29,1,33,28,74.3,1,0.17857142857142858,1.0357142857142858,106,1.1785714285714286,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False
117,28,6,6,1,15,14,51.0,1,0.42857142857142855,0.42857142857142855,56,1.0714285714285714,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
109,80,0,22,2,16,35,76.5,1,0.0,0.6285714285714286,240,0.45714285714285713,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
104,39,1,9,0,34,35,56.9,1,0.02857142857142857,0.2571428571428571,39,0.9714285714285714,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
109,59,5,28,0,9,45,76.1,1,0.1111111111111111,0.6222222222222222,59,0.2,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
111,31,3,11,2,42,45,65.1,1,0.06666666666666667,0.24444444444444444,93,0.9333333333333333,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
101,122,3,11,0,27,7,54.7,1,0.42857142857142855,1.5714285714285714,122,3.857142857142857,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
112,129,1,30,0,15,30,82.9,1,0.03333333333333333,1.0,129,0.5,0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
107,47,2,28,2,35,30,86.3,1,0.06666666666666667,0.9333333333333333,141,1.1666666666666667,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
101,67,6,0,3,34,14,82.1,1,0.42857142857142855,0.0,268,2.4285714285714284,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False
119,116,4,8,0,40,23,69.9,1,0.17391304347826086,0.34782608695652173,116,1.7391304347826086,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
100,93,2,16,4,30,14,79.9,1,0.14285714285714285,1.1428571428571428,465,2.142857142857143,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
104,94,6,22,2,23,21,80.0,1,0.2857142857142857,1.0476190476190477,282,1.0952380952380953,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
108,26,1,11,1,9,90,49.3,0,0.011111111111111112,0.12222222222222222,52,0.1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
116,101,1,27,0,32,14,87.4,1,0.07142857142857142,1.9285714285714286,101,2.2857142857142856,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
108,102,0,1,1,35,45,53.6,1,0.0,0.022222222222222223,204,0.7777777777777778,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
110,33,5,8,2,32,30,64.0,1,0.16666666666666666,0.26666666666666666,99,1.0666666666666667,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
114,100,5,11,1,45,28,61.9,1,0.17857142857142858,0.39285714285714285,200,1.6071428571428572,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
105,106,5,27,1,16,30,77.7,1,0.16666666666666666,0.9,212,0.5333333333333333,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
102,38,6,24,1,32,14,70.6,1,0.42857142857142855,1.7142857142857142,76,2.2857142857142856,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
116,73,5,24,1,25,7,60.0,1,0.7142857142857143,3.4285714285714284,146,3.5714285714285716,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False
104,79,0,3,0,30,35,34.0,0,0.0,0.08571428571428572,79,0.8571428571428571,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
111,128,4,21,2,37,30,110.3,1,0.13333333333333333,0.7,384,1.2333333333333334,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
117,86,5,28,0,37,14,86.8,1,0.35714285714285715,2.0,86,2.642857142857143,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
113,53,3,11,1,35,35,68.7,1,0.08571428571428572,0.3142857142857143,106,1.0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
110,108,1,17,1,45,28,62.9,1,0.03571428571428571,0.6071428571428571,216,1.6071428571428572,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False
108,60,0,2,2,8,30,38.7,1,0.0,0.06666666666666667,180,0.26666666666666666,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
101,50,2,21,1,40,14,73.9,1,0.14285714285714285,1.5,100,2.857142857142857,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
111,58,5,0,2,36,28,79.2,1,0.17857142857142858,0.0,174,1.2857142857142858,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
102,97,0,22,3,25,21,63.0,1,0.0,1.0476190476190477,388,1.1904761904761905,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
102,120,2,17,0,18,21,59.8,1,0.09523809523809523,0.8095238095238095,120,0.8571428571428571,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
100,71,0,23,0,39,30,64.1,1,0.0,0.7666666666666667,71,1.3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
107,66,2,20,0,10,35,46.7,1,0.05714285714285714,0.5714285714285714,66,0.2857142857142857,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
107,39,0,22,3,1,14,63.5,1,0.0,1.5714285714285714,156,0.07142857142857142,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
